"ID"	"State"	"InitialState"
"HKB0160_3000_T"	"HKB0160_3000_T"	"S04"	"IS04"
"HKB0160_3001_N"	"HKB0160_3001_N"	"S04"	"IS04"
"HKB0161_3000_N"	"HKB0161_3000_N"	"S04"	"IS04"
"HKB0162_3000_N"	"HKB0162_3000_N"	"S04"	"IS04"
"HKB0167_3000_N"	"HKB0167_3000_N"	"S04"	"IS04"
"HKB0179_3000_N"	"HKB0179_3000_N"	"S04"	"IS04"
"HKB0186_3002_N"	"HKB0186_3002_N"	"S04"	"IS04"
"HKB0196_3000_N"	"HKB0196_3000_N"	"S04"	"IS04"
"HKB0207_3000_N"	"HKB0207_3000_N"	"S04"	"IS04"
"HKB0211_3000_N"	"HKB0211_3000_N"	"S04"	"IS04"
"HKB0220_3003_N"	"HKB0220_3003_N"	"S04"	"IS04"
"HKB0221_3000_N"	"HKB0221_3000_N"	"S04"	"IS04"
"HKB0222_3000_N"	"HKB0222_3000_N"	"S04"	"IS04"
"HKB0226_3000_N"	"HKB0226_3000_N"	"S04"	"IS04"
"HKB0227_3000_N"	"HKB0227_3000_N"	"S04"	"IS04"
"HKB0571_3000_N"	"HKB0571_3000_N"	"S04"	"IS04"
"HKB0574_3000_N"	"HKB0574_3000_N"	"S04"	"IS04"
"HKB0577_3000_N"	"HKB0577_3000_N"	"S04"	"IS04"
"HKB0583_3000_N"	"HKB0583_3000_N"	"S04"	"IS04"
"HKB0597_3000_N"	"HKB0597_3000_N"	"S04"	"IS04"
"HKB0618_3000_N"	"HKB0618_3000_N"	"S04"	"IS04"
"HKB0657_3000_N"	"HKB0657_3000_N"	"S04"	"IS04"
"HKB0663_3000_N"	"HKB0663_3000_N"	"S04"	"IS04"
"HKB0666_3000_N"	"HKB0666_3000_N"	"S04"	"IS04"
"HKB0672_3000_N"	"HKB0672_3000_N"	"S04"	"IS04"
"HKB0710_3001_N"	"HKB0710_3001_N"	"S04"	"IS04"
"HKB0718_3001_N"	"HKB0718_3001_N"	"S04"	"IS04"
"HKB0719_3001_N"	"HKB0719_3001_N"	"S04"	"IS04"
"HKB0722_3001_N"	"HKB0722_3001_N"	"S04"	"IS04"
"HKB0744_3001_N"	"HKB0744_3001_N"	"S04"	"IS04"
"HKB0748_3001_N"	"HKB0748_3001_N"	"S04"	"IS04"
"HKB0751_3001_N"	"HKB0751_3001_N"	"S04"	"IS04"
"HKB0752_3001_N"	"HKB0752_3001_N"	"S04"	"IS04"
"HKB0005_3000_N"	"HKB0005_3000_N"	"S05"	"IS14"
"HKB0036_3000_N"	"HKB0036_3000_N"	"S05"	"IS14"
"HKB0044_3000_N"	"HKB0044_3000_N"	"S05"	"IS14"
"HKB0079_3000_N"	"HKB0079_3000_N"	"S05"	"IS14"
"HKB0091_3001_T"	"HKB0091_3001_T"	"S05"	"IS14"
"HKB0098_3005_T"	"HKB0098_3005_T"	"S05"	"IS14"
"HKB0149_3000_N"	"HKB0149_3000_N"	"S05"	"IS14"
"HKB0194_3000_N"	"HKB0194_3000_N"	"S05"	"IS14"
"HKB0210_3006_T"	"HKB0210_3006_T"	"S05"	"IS14"
"HKB0214_3000_N"	"HKB0214_3000_N"	"S05"	"IS14"
"HKB0562_3000_N"	"HKB0562_3000_N"	"S05"	"IS14"
"HKB0016_3006_T"	"HKB0016_3006_T"	"S06"	"IS01"
"HKB0084_3000_T"	"HKB0084_3000_T"	"S06"	"IS01"
"HKB0164_3006_T"	"HKB0164_3006_T"	"S06"	"IS01"
"HKB0179_3006_T"	"HKB0179_3006_T"	"S06"	"IS01"
"HKB0208_3006_T"	"HKB0208_3006_T"	"S06"	"IS01"
"HKB0222_3006_T"	"HKB0222_3006_T"	"S06"	"IS01"
"HKB0225_3000_N"	"HKB0225_3000_N"	"S06"	"IS01"
"HKB0538_3000_N"	"HKB0538_3000_N"	"S06"	"IS01"
"HKB0132_3006_T"	"HKB0132_3006_T"	"S07"	"IS09"
